C1	C2	C3
5.8468	2.6792	1.0000
6.4228	2.7368	1.0000
9.5271	2.7872	1.0000
8.2419	3.6253	1.0000
12.4865	2.9467	1.0000
12.5469	2.9799	1.0000
11.7467	3.3446	1.0000
11.9756	2.5207	1.0000
11.5075	4.0904	1.0000
5.4793	2.2246	1.0000
5.8392	3.2106	1.0000
8.7219	2.1271	1.0000
5.2801	1.7293	1.0000
7.7267	3.4197	1.0000
9.4124	2.6264	1.0000
12.9817	2.8997	1.0000
11.1293	3.1073	1.0000
8.6000	2.8820	1.0000
11.6338	3.3413	1.0000
9.5452	1.4907	1.0000
7.7194	2.3022	1.0000
7.4127	1.9081	1.0000
9.9191	2.2927	1.0000
8.4944	2.9897	1.0000
8.3821	2.3614	1.0000
12.3309	2.6159	1.0000
10.7362	3.0094	1.0000
7.3189	1.8888	1.0000
9.9053	2.5237	1.0000
6.3485	2.6882	1.0000
8.4047	2.6311	*
4.8209	2.0385	1.0000
6.9586	3.1585	1.0000
8.1230	3.0699	1.0000
9.0562	2.4832	1.0000
7.0571	2.4789	1.0000
6.6182	2.7799	1.0000
3.8204	2.6997	1.0000
5.9734	3.7401	1.0000
-0.2050	0.4171	1.0000
3.4601	2.1320	*
3.1790	2.0396	*
6.1547	2.6312	1.0000
4.4235	1.2728	1.0000
1.2940	0.7909	1.0000
1.0934	0.9863	1.0000
3.1180	1.6510	1.0000
-0.5642	1.5093	1.0000
0.5187	2.4288	1.0000
2.5780	2.2860	1.0000
8.0334	1.5557	1.0000
9.3327	1.1990	1.0000
9.3327	1.1990	*
