C1	C2	C3
208.0000	1.0000	*
694.0000	2.0000	*
367.0000	2.0000	*
7538.0000	1.0000	*
11973.0000	1.0000	*
23183.0000	2.0000	*
2999.0000	2.0000	*
16413.0000	2.0000	*
202.0000	1.0000	*
122.0000	1.0000	*
15648.0000	1.0000	*
13812.0000	1.0000	*
3790.0000	2.0000	*
2403.0000	2.0000	*
254.0000	1.0000	*
17417.0000	2.0000	*
69.0000	1.0000	*
22941.0000	1.0000	*
16116.0000	2.0000	*
19083.0000	1.0000	*
16028.0000	1.0000	*
17425.0000	1.0000	*
18354.0000	1.0000	*
797.0000	2.0000	*
17463.0000	2.0000	*
28145.0000	2.0000	*
13864.0000	1.0000	*
15846.0000	2.0000	*
14609.0000	1.0000	*
198.0000	1.0000	*
19661.0000	2.0000	*
24397.0000	2.0000	*
18504.0000	1.0000	*
10528.0000	1.0000	*
234.0000	1.0000	*
22257.0000	1.0000	*
14398.0000	1.0000	*
11534.0000	2.0000	*
64.0000	1.0000	*
13798.0000	1.0000	*
734.0000	2.0000	*
323.0000	1.0000	*
10416.0000	1.0000	*
15399.0000	1.0000	*
16001.0000	2.0000	*
1857.0000	2.0000	*
20044.0000	2.0000	*
3488.0000	2.0000	*
249.0000	1.0000	*
10215.0000	1.0000	*
24417.0000	2.0000	*
22511.0000	1.0000	*
10254.0000	2.0000	*
22703.0000	2.0000	*
126.0000	1.0000	*
18777.0000	2.0000	*
45227.0000	2.0000	*
1036.0000	1.0000	*
18548.0000	2.0000	*
9215.0000	2.0000	*
17279.0000	2.0000	*
1866.0000	2.0000	*
1233.0000	2.0000	*
8913.0000	2.0000	*
94.0000	1.0000	*
12885.0000	1.0000	*
12662.0000	1.0000	*
124.0000	1.0000	*
20857.0000	2.0000	*
12733.0000	1.0000	*
12900.0000	1.0000	*
23878.0000	2.0000	*
166.0000	1.0000	*
15043.0000	2.0000	*
15511.0000	1.0000	*
10204.0000	1.0000	*
17315.0000	2.0000	*
13887.0000	1.0000	*
17906.0000	2.0000	*
232.0000	1.0000	*
31916.0000	2.0000	*
7475.0000	1.0000	*
11525.0000	1.0000	*
14703.0000	1.0000	*
1658.0000	2.0000	*
2579.0000	2.0000	*
2072.0000	2.0000	*
20638.0000	2.0000	*
2798.0000	2.0000	*
2421.0000	2.0000	*
101.0000	1.0000	*
19261.0000	2.0000	*
2205.0000	2.0000	*
11427.0000	2.0000	*
13226.0000	2.0000	*
79.0000	1.0000	*
11729.0000	2.0000	*
