C1	C2	C3
15.8071	4.3724	1.0000
19.3413	0.9156	1.0000
20.7212	5.4265	1.0000
18.6037	5.6403	1.0000
14.9481	3.4563	1.0000
16.4543	4.0782	*
16.3585	4.6510	1.0000
16.0677	2.6337	1.0000
18.2075	4.3992	1.0000
15.6550	4.4116	1.0000
12.3902	0.7665	1.0000
15.1352	3.7323	1.0000
16.0523	3.5977	*
17.1429	2.9380	*
17.4596	3.7948	*
17.8122	3.0301	*
18.1819	2.4049	*
19.3971	2.0683	1.0000
19.8606	3.8994	1.0000
21.4903	0.7165	1.0000
17.8593	3.1402	1.0000
18.8071	3.6920	1.0000
20.4053	4.5315	1.0000
20.9233	4.6894	1.0000
17.0439	1.6085	1.0000
18.3792	3.5387	1.0000
16.2828	4.8323	1.0000
17.0901	3.8671	1.0000
17.9202	4.2847	1.0000
15.9937	4.7105	1.0000
18.0608	5.3308	1.0000
14.1491	3.8020	*
8.9513	2.5862	1.0000
10.1813	3.4434	1.0000
11.2062	2.5170	1.0000
11.2109	1.1206	1.0000
13.5197	0.0772	1.0000
12.9175	2.9457	1.0000
15.5219	2.7316	1.0000
13.9960	5.4632	1.0000
15.4868	3.4819	1.0000
16.4292	2.9148	1.0000
16.1719	2.9915	1.0000
14.5840	1.5437	1.0000
10.9302	2.8074	1.0000
12.9781	4.0546	1.0000
14.3148	3.8002	*
10.1787	4.0648	1.0000
11.2845	2.6567	1.0000
13.5076	3.6164	*
13.0720	2.8269	*
12.5923	3.3618	*
14.5440	4.4502	1.0000
13.3909	2.5300	1.0000
13.8740	4.8770	1.0000
10.9065	0.6487	1.0000
10.5539	2.8805	*
10.4248	3.3984	*
10.4349	2.8162	*
12.8380	0.4164	1.0000
10.8769	3.1355	*
7.3888	3.5424	1.0000
11.7800	2.8209	*
8.6588	2.6466	1.0000
12.9231	2.8333	*
13.9428	3.0738	1.0000
15.7005	3.3619	1.0000
14.8729	3.4812	1.0000
12.6893	2.6461	1.0000
14.3403	3.6456	1.0000
17.9119	4.0683	1.0000
15.2898	1.6553	1.0000
14.3350	3.2442	*
12.5484	1.2441	1.0000
14.0147	4.6878	1.0000
12.9215	2.8956	*
13.8904	3.3848	1.0000
13.6184	3.1108	1.0000
11.2555	2.6815	*
10.7500	2.5390	*
10.2900	2.9071	*
7.8285	2.3849	1.0000
7.0730	3.2425	1.0000
7.9488	4.1838	1.0000
8.7242	2.1494	*
8.6274	2.9753	1.0000
9.1071	3.0843	1.0000
7.2470	2.0322	*
9.1861	3.6030	1.0000
5.5753	0.7367	1.0000
4.7221	1.4839	1.0000
6.1245	1.5228	1.0000
3.3522	1.4385	1.0000
2.1514	0.9735	1.0000
1.9914	1.7925	*
1.2702	1.6283	*
-1.8837	1.3487	*
1.9020	0.4454	1.0000
0.8908	0.9027	1.0000
-1.3825	0.7922	1.0000
-0.5699	0.7931	1.0000
0.6489	0.7510	1.0000
1.4163	0.6889	1.0000
2.2231	1.3802	1.0000
2.4768	0.9996	*
3.3430	1.0241	*
1.7432	0.5077	1.0000
5.0539	0.7470	*
5.7957	0.8553	*
8.3520	1.3823	1.0000
7.0825	1.6639	1.0000
7.0103	0.9390	*
6.9992	0.9389	*
6.7745	0.6292	*
6.3542	0.7504	*
5.7693	0.5593	*
5.0612	0.2809	*
4.2793	0.4985	*
1.7206	0.3594	1.0000
2.5855	0.5309	1.0000
1.7273	0.8860	1.0000
4.3892	0.5365	1.0000
3.1772	0.3357	*
0.0467	0.8534	1.0000
0.2777	0.6671	1.0000
0.7658	0.3181	1.0000
0.0342	0.4421	1.0000
0.5025	0.3666	1.0000
2.1251	0.1381	1.0000
2.3191	1.1851	1.0000
3.2070	0.6247	1.0000
1.8189	0.6841	*
3.7032	0.6571	*
3.8269	0.4117	*
3.7766	0.5704	*
3.5391	0.6280	*
5.0371	0.0969	1.0000
5.0371	0.0969	*
