raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk
4.4987	3.4144	3.5293	3.4812	3.4012	2.9349	3.5293	6.1654	3.3707	3.8044	2.7819
4.2850	3.4563	3.4626	3.4689	2.6261	3.8959	4.4509	7.1854	2.9307	3.4874	3.0773
4.1092	3.5639	2.7961	4.4590	3.3032	2.9476	3.2347	6.5265	2.6851	3.6082	5.2095
4.4427	3.7013	3.1612	4.1174	3.9551	3.5639	3.8177	6.1654	3.4144	3.9834	3.0007
4.2399	3.5639	3.0773	3.4243	3.6350	2.6115	3.1091	3.6814	3.3032	3.7495	3.0204
5.2523	3.8691	2.3979	5.7104	4.0877	2.7961	3.1398	6.3682	3.4308	3.8754	3.3178
4.3795	3.7635	3.1224	4.3477	2.4774	2.6440	3.6136	6.8906	4.5623	4.8752	3.7495
4.2092	3.3707	3.0493	3.9551	2.8100	2.7619	3.1570	6.3226	4.0055	4.5065	4.4031
4.5304	3.7013	3.1739	3.3534	2.8285	3.5115	3.8607	6.0591	2.8064	3.2847	4.6597
3.8177	3.5439	3.2465	3.8177	3.0865	3.4626	4.0200	5.8051	2.8208	3.5056	3.0865
4.5065	3.6350	3.3286	3.9627	3.3069	2.5526	3.4243	5.2883	3.4243	3.7635	3.3142
4.8122	4.0200	3.0350	5.0999	4.2239	3.1398	3.4500	5.8493	2.7389	3.4012	2.9648
2.9392	3.0007	3.0106	4.5951	3.6738	5.2523	5.8999	7.4622	3.5293	3.9551	3.4243
3.8111	3.1822	2.8391	3.4078	3.7424	3.1311	3.4812	6.3852	3.8607	4.0500	2.9689
3.5293	3.1046	3.1224	4.2850	3.6028	2.9518	3.2771	6.3226	3.5752	4.2471	4.5065
5.1591	3.7635	2.7587	3.6533	3.1655	3.2696	3.5293	5.7961	3.4812	3.8177	3.1091
4.2166	3.6136	3.2387	4.2092	3.3844	3.5807	3.7977	5.9713	2.5688	3.6136	4.4819
4.6112	3.6217	3.9120	4.6756	4.3944	3.0397	3.3638	6.0845	2.6707	3.9684	4.5065
3.8816	3.1224	2.6651	3.4874	3.5175	2.6546	3.0350	6.3767	2.4732	2.8547	2.5975
4.1174	3.8459	3.1224	3.9180	3.4563	3.1224	3.5807	6.5177	2.5257	3.2149	4.3162
3.6082	3.2229	3.3534	3.4177	2.9140	3.4144	3.8816	6.1026	3.0773	3.5381	3.2347
4.1927	3.4372	3.1224	3.4372	4.2166	3.1822	3.3945	6.1821	3.5807	3.9040	4.4509
4.3870	3.8177	3.3464	4.0200	4.0570	3.3604	3.7281	6.0591	2.9957	3.4751	2.8136
4.2312	3.8111	3.1001	3.2771	3.5293	3.3464	3.7773	5.9189	3.2696	3.3945	3.0155
4.3720	3.8177	3.3069	4.0943	3.3945	2.9183	3.3534	5.0814	3.0910	3.7160	3.6270
4.3795	4.0431	3.5695	5.6560	4.4659	3.7565	4.1174	6.6958	3.3878	4.0570	3.2734
4.7449	4.2471	3.4012	3.3878	3.2229	2.8244	3.4995	6.9801	2.4570	4.0656	2.6851
4.2781	4.1255	3.1612	3.6939	3.0253	3.1905	3.8691	6.5539	2.8028	3.5553	4.6191
4.4427	3.7705	2.3979	3.7281	2.3979	3.3945	3.6270	6.2442	3.3534	3.7160	2.8702
3.4144	3.2229	2.8898	4.7095	3.8265	2.9518	3.4935	6.0162	3.0773	3.4874	2.8244
4.0570	3.3878	3.3142	3.7635	4.5218	3.3286	3.8111	6.8732	3.4812	3.9759	3.4012
4.2471	4.1479	3.0819	4.4739	3.1311	3.0493	3.8691	7.2563	3.3604	3.6738	3.2884
4.0360	3.6136	3.1091	4.7791	3.4626	3.4500	3.8754	5.3799	3.0445	3.7209	3.0910
4.1255	3.4436	4.0792	4.2312	3.0350	4.2312	5.3471	8.0265	3.2308	3.8959	3.2465
3.7353	3.5234	3.2229	3.1224	2.6817	2.8172	3.2189	6.3491	2.3979	4.3631	2.9014
4.6434	3.6217	4.3477	4.9972	3.7087	3.6402	4.0271	6.8200	2.5408	2.8320	4.3944
4.3162	3.5056	3.2308	3.1179	2.9476	3.3878	3.8111	6.7044	2.5153	3.4012	2.8854
5.0938	4.8903	3.0910	3.7977	4.3014	2.9221	3.5891	6.1738	2.3979	3.0910	2.9912
3.2847	3.1091	2.8356	5.5013	3.8044	4.0055	4.3162	7.5246	3.5115	3.8330	3.7013
4.4031	3.5695	3.1398	3.0910	3.9759	3.1001	3.7209	6.4998	2.8736	3.2734	4.0792
3.8177	3.5175	2.5565	2.6575	3.1311	3.1355	3.4874	6.1738	2.8775	3.7705	3.2696
4.5380	4.2697	3.1355	3.7977	3.1046	2.5997	3.3844	5.5175	2.5281	2.5408	2.7788
3.7353	2.9349	3.1311	5.0999	4.2002	3.2884	3.2581	6.0936	2.9735	4.0724	4.1620
3.6738	3.4078	2.8736	4.9053	3.6217	4.5951	5.0752	6.6958	2.5424	3.2347	4.0792
5.7430	5.8141	3.3178	3.5752	3.0301	3.6687	3.8754	5.7777	3.0350	3.8395	3.3032
3.9180	3.2771	3.0681	6.2442	4.3477	3.3776	3.6814	6.2005	2.5588	3.2308	4.5951
3.6687	3.2347	2.9821	3.4995	4.3944	2.7961	4.0431	6.3404	3.4012	3.5439	2.8736
4.0271	3.5752	3.1224	3.5381	3.8544	3.2884	3.8265	5.9532	2.7389	3.8959	4.6597
4.1320	3.4500	3.6136	5.1059	4.3554	2.8467	3.5234	6.7214	2.6093	3.5553	4.6357
4.0724	3.8395	3.3534	3.0253	3.1739	2.7788	3.5807	6.9266	3.0057	3.4874	3.2308
4.5623	4.5218	4.8675	5.8141	4.4898	2.8100	3.0397	6.5971	3.0956	3.4626	2.7357
4.4509	3.5807	3.4500	4.3095	4.0128	2.9058	3.6481	6.3852	3.2465	3.8459	3.1655
4.2239	3.4626	3.2149	3.3464	3.6939	2.7389	3.3032	6.8997	3.2696	3.4500	3.2387
4.2312	3.8044	3.1485	4.5304	3.8754	3.4812	3.6350	5.9636	2.8064	3.3464	4.0724
4.8040	3.6270	3.6481	4.3554	3.7013	3.0350	3.2847	6.0234	3.3250	3.6814	2.8775
4.3399	3.6687	2.5169	3.0397	3.7424	3.4935	3.7424	5.9636	3.1905	3.7087	3.3178
3.9040	3.5234	2.8100	4.9904	3.4144	3.4874	3.8754	5.7777	3.2619	3.4012	3.0204
3.8395	3.2387	2.5297	2.9096	3.9120	3.2504	3.7977	5.6733	3.4436	3.6533	3.1739
3.8754	3.5752	3.7424	4.2399	4.9972	3.5293	3.8395	5.8319	3.8816	4.3554	3.2696
3.9474	3.4436	2.9648	2.8854	3.7495	3.1485	4.2627	6.7662	2.5502	3.3069	4.3095
4.2781	3.3358	3.5496	4.8122	3.5695	3.2958	3.7977	6.4200	2.6575	3.1570	4.4104
5.1761	4.4898	2.9781	4.7958	3.4078	3.6481	4.5951	7.3011	3.4144	3.6687	3.1311
4.1851	3.6533	3.5807	4.1255	4.3162	2.8622	3.3178	5.6384	2.5023	2.6707	2.9821
4.5465	4.4031	3.1311	4.6357	3.8395	2.9392	3.3250	6.8200	2.9476	3.5553	3.9551
4.2542	3.5639	3.3707	3.6217	3.9982	3.9982	4.3162	7.0959	3.4308	4.0877	3.3142
4.2092	3.4626	3.8754	3.8816	4.5142	2.7619	3.1311	5.6490	3.2581	3.4500	3.2149
4.4590	3.7565	3.6889	4.2542	4.0877	2.7389	3.1905	4.5788	3.0493	3.6217	2.8582
4.6681	4.8598	3.2387	4.3944	3.1739	3.3844	3.7424	6.2344	4.1092	4.4427	3.6082
3.8816	3.3250	3.7424	4.8283	4.2627	3.0253	3.4436	6.8824	2.7081	3.4144	3.8044
4.3320	4.0360	2.8736	3.3878	4.4509	3.2465	3.3250	6.2710	3.0910	3.1697	3.2149
4.8040	4.4898	2.8547	3.2189	3.8265	3.0253	3.7424	5.9713	3.2149	3.7160	3.0910
4.0431	3.4751	3.1001	4.4188	3.5293	2.6019	3.0634	5.8579	2.7486	3.1739	4.6434
4.5788	4.1698	3.3878	2.9221	3.5496	3.2504	3.7635	6.6425	3.5439	3.9259	3.5553
4.2166	3.3707	3.4935	3.3707	3.0587	3.3604	4.2092	6.6241	2.9264	2.9096	3.5381
4.6269	3.7160	3.3638	3.4751	3.7910	3.1612	3.6738	5.9789	2.8467	3.3178	2.8898
4.6357	3.6610	2.9735	3.0634	3.4995	3.4144	3.5496	5.7961	2.6490	3.4078	4.8828
4.7622	3.8459	3.2581	3.8898	3.6687	3.3604	3.6402	5.6560	2.4706	3.5695	4.6756
4.5065	4.2002	3.2619	3.6270	2.6412	2.7265	2.7651	6.2166	2.6042	2.7453	3.5381
4.0055	3.5639	2.3979	5.1240	3.1046	3.1864	3.5891	6.2615	2.8064	3.2619	3.7773
3.6217	3.3604	2.9781	3.1442	2.9821	3.3534	4.1698	5.6904	2.4749	3.3945	4.5870
3.7281	3.5752	3.5439	3.8111	3.5752	3.1822	3.5752	5.6836	3.4144	3.6481	4.0656
4.1320	3.7705	2.8976	3.5695	2.7556	3.7013	3.9684	5.7526	3.8044	4.3631	3.4144
4.4031	3.6217	2.9349	3.3429	3.4995	3.1822	3.6217	6.4907	2.6261	3.4078	4.1558
3.9982	3.6082	3.2387	4.5788	3.1135	2.6762	3.2581	5.9636	2.6159	3.7495	4.4659
4.4344	3.6217	3.2734	3.4874	2.4849	2.7887	3.2229	6.1463	3.1612	3.5439	2.8064
3.9908	3.4078	3.1739	3.3250	3.8959	3.4751	3.6939	6.2086	3.7013	3.9120	3.5175
3.9684	3.4935	3.3069	3.3250	3.4626	3.1398	3.8459	6.5793	3.1179	3.5381	4.3241
4.4898	3.5946	2.4150	2.6362	3.9396	2.8937	3.4144	6.2519	2.6159	3.2581	4.2932
4.5951	3.6889	4.0055	4.0431	2.8547	4.1400	4.6756	7.7398	4.3795	4.6511	2.9058
4.2932	3.6217	3.1987	4.5065	3.9318	3.2229	3.8754	6.1377	3.1612	3.7565	3.1398
3.6350	3.4243	3.5639	4.3870	3.9551	2.8320	3.4436	5.7777	3.5496	3.9982	3.4995
4.3795	3.4935	3.3776	3.3142	2.9821	3.4243	3.6402	5.5797	3.1355	3.5639	2.9821
3.6610	3.2465	3.4874	3.8691	4.0792	3.1355	3.5115	6.2519	3.4689	4.1558	3.8265
4.7185	3.7087	2.8432	4.5218	4.0792	3.4078	3.5553	5.8665	2.6362	3.6082	4.5788
4.2399	3.5639	3.2149	4.2697	3.5891	3.4812	3.8395	5.5175	2.5447	3.1987	4.4739
4.6032	3.7209	3.3604	3.4812	2.9307	3.5553	3.8607	6.0776	3.6814	4.2542	3.5293
5.3471	3.7635	3.3844	4.1927	3.2619	3.4563	3.8177	5.7526	2.6575	3.1864	4.6597
4.2781	3.3358	3.2149	5.0689	4.2781	2.6735	3.4243	6.5624	3.9908	4.9053	4.2092
4.0271	3.5175	3.3286	5.6560	3.9396	3.2189	3.3844	5.8406	3.2847	3.7281	3.0819
5.0689	4.5549	2.9140	2.8898	3.3250	3.6687	4.3720	7.1050	3.5946	4.0360	3.6889
2.9392	3.2387	2.8854	5.0938	3.2581	3.9180	4.2697	7.3727	3.1001	3.5752	3.0910
4.7791	3.9120	2.9867	3.5381	4.4188	3.1046	3.4995	6.2086	3.3286	3.7087	3.2229
4.4031	3.9684	3.7160	3.5234	3.0204	2.8976	3.8044	7.8559	2.3979	3.7705	2.3988
4.3631	3.5381	3.2696	4.0570	3.1739	2.7688	3.3032	6.4907	3.3534	3.8816	3.3250
4.4987	3.9908	2.6707	4.6032	3.6402	3.8959	4.5304	6.4646	3.4144	4.1174	3.8265
4.5549	3.8044	2.3979	5.8141	3.5115	3.9908	4.5706	6.6958	3.5234	3.9474	3.2847
5.3279	5.1533	2.6283	5.7714	4.2471	3.4935	3.5639	6.1738	2.4973	2.8100	2.5502
3.8816	3.3069	3.5752	3.5946	3.0397	3.6738	3.9627	5.8051	3.5056	3.8607	3.3776
4.3095	4.1092	3.1224	3.1091	2.5734	3.4812	3.6889	6.3682	3.5553	4.1698	3.4308
4.6756	3.4874	3.3142	4.7095	3.7209	3.3878	3.5639	5.8916	3.1739	3.8330	2.9867
4.4898	3.6481	2.8507	2.8172	4.3399	3.6217	4.1479	7.4176	3.9120	4.3320	3.4144
4.7536	3.5496	2.4292	4.2627	3.2619	4.3870	4.7707	6.9354	3.2347	3.7353	3.1864
4.4590	3.7087	2.9183	5.0173	3.0956	3.3776	3.7842	5.7268	2.7819	3.6738	4.8520
4.7707	3.7087	3.4500	3.9318	3.7087	2.8100	3.6217	7.0067	3.0681	3.6939	4.3477
4.1479	3.7977	3.3429	3.9318	4.1927	2.6239	3.7087	6.8824	2.5975	3.2734	4.3870
3.6350	3.3776	3.5381	4.7536	3.5175	3.2068	3.4436	6.2710	3.2149	3.8330	3.2771
4.3795	3.5891	3.4626	3.4144	3.2958	3.3638	4.0128	6.2971	2.5185	2.9689	4.4344
2.8467	2.7651	3.3250	4.8598	3.1822	2.9349	3.5175	6.1203	2.5649	3.3358	4.3399
4.0792	3.3604	3.2149	3.6738	3.2189	3.3178	3.6402	6.1738	2.4749	3.4626	4.2399
3.9627	3.2465	4.1479	4.2850	3.2771	2.6239	3.0106	6.3315	2.8320	4.0055	5.6384
3.2771	3.4935	2.9560	3.0397	4.0271	2.6093	3.1612	6.7845	3.1135	3.6402	2.5565
4.7095	4.2627	3.3286	3.1355	3.6350	2.8898	3.0493	5.4161	2.7173	3.0634	4.2312
4.2471	3.4626	3.0681	3.3032	3.1485	2.9349	3.5496	6.8824	2.9560	4.0055	2.6283
4.7185	4.0271	3.0587	4.7362	3.1485	3.8459	4.3241	6.8287	3.1655	3.7705	3.0445
5.0239	4.7095	3.6082	6.0684	4.7095	3.0587	3.3844	6.4907	2.9140	3.6687	4.9972
4.2697	3.3032	3.3250	3.0007	3.2847	3.2149	3.7635	6.3135	3.0493	3.4308	5.0999
4.1698	3.4144	3.2387	3.8111	3.7495	3.0773	3.3358	6.4118	2.4536	3.3142	4.3554
4.1026	3.3844	2.6933	3.1612	3.5496	3.0773	3.6610	6.2519	3.3429	3.9040	3.5056
3.7842	3.1485	3.6028	3.8754	4.6840	3.7842	4.2399	6.5709	3.7565	4.2932	4.1092
4.0724	3.3844	3.7565	3.9834	4.0055	2.9221	3.5381	6.1654	2.4510	3.4144	4.3162
4.3870	3.5639	3.1046	5.0434	3.4372	2.6762	3.5439	5.5797	2.6967	3.3604	4.1255
4.0200	3.3707	2.7924	4.6511	3.3032	2.9140	3.2581	5.5373	2.5711	3.5115	4.6434
4.4819	3.7635	3.5639	3.6217	4.0360	4.3399	5.1591	8.0802	3.3250	3.6814	3.3429
3.3178	3.0634	3.7495	4.6511	4.8442	3.5175	3.8395	5.8999	2.9867	3.4995	3.3638
3.6738	3.5946	3.2229	3.4500	2.8976	3.2347	4.4031	6.4297	2.4907	3.4689	4.2092
4.3014	3.4372	2.8702	3.8754	4.0943	2.6679	3.1739	6.1549	3.4177	3.7209	3.1442
5.4681	5.1059	3.6533	3.7565	3.4751	3.0350	3.0007	5.9189	3.3878	3.8959	3.0956
4.3095	3.6814	3.1655	3.7705	2.9221	2.8736	3.4995	7.1405	3.1179	3.5639	2.4078
4.2166	3.2308	3.3844	4.3944	3.7281	3.1905	3.3286	6.2442	3.3638	3.8898	3.7635
4.4427	3.5175	3.1570	5.2364	3.7281	3.4500	3.7635	5.5797	3.6402	3.9834	3.1135
4.0724	3.5553	4.1320	4.7791	3.2696	2.8244	3.3250	6.1203	2.6283	3.2581	4.3014
4.2627	4.1479	3.6217	3.7495	2.6189	2.9735	3.5752	7.2123	2.4354	3.3878	4.4987
4.6681	4.0271	3.2619	3.2387	3.7281	2.6283	3.4751	2.7453	2.7819	3.7495	4.4188
4.1698	3.5891	3.1135	4.6434	3.2149	3.0681	3.3534	6.1821	3.2734	3.5293	2.8507
4.8520	3.8959	4.3320	4.4427	3.1822	2.6624	3.0493	6.3491	3.3429	3.8395	3.1485
4.6681	4.1927	3.6814	3.8959	3.2619	3.1001	3.8691	6.9177	3.3069	4.0431	3.4995
4.5951	4.1400	3.5381	3.3638	2.6283	3.4995	3.9684	6.5793	3.4372	3.8691	3.3534
3.5639	3.8816	3.4500	4.0656	4.4427	3.3707	3.7773	5.7621	4.5951	4.9972	4.0360
4.6681	4.0271	3.4308	4.1174	3.1987	4.1479	4.8520	6.7935	2.5908	3.1311	3.7013
4.2850	3.8044	3.3358	4.9628	3.6889	3.4500	3.5293	6.0234	2.9735	3.4436	3.1612
3.3429	3.4012	4.0500	4.4509	4.2932	3.1485	3.3776	6.0162	3.3776	3.7353	3.6738
4.3241	3.7495	3.1311	3.2958	3.1224	3.3604	3.7160	5.8406	2.7651	3.7635	4.9972
4.5549	3.9318	3.2149	3.7424	3.6217	3.8816	4.0431	6.6682	2.7961	3.4995	4.1927
4.4987	3.5553	3.8395	3.5891	3.9627	2.7020	2.9912	5.9789	2.7357	3.5807	4.6840
3.9551	3.4078	2.9014	3.6082	3.5234	3.3707	3.9180	6.0684	3.4935	3.7495	3.5381
4.2627	3.3707	3.0057	4.3631	3.6533	3.0397	2.8064	5.6240	3.4177	3.9834	3.4626
3.3142	3.0397	2.7788	5.1059	3.4436	3.3032	3.5946	5.9890	3.3069	4.0431	3.5175
3.8395	3.4751	3.7705	4.3014	4.9127	2.9821	3.3945	6.3315	3.4308	3.7977	3.2347
3.2027	3.2149	3.4563	5.1761	3.7209	3.3707	3.7565	5.6904	2.7206	3.2387	4.7707
3.3069	3.5381	3.5752	3.6082	2.9221	3.4500	3.8330	5.6836	3.2958	3.8111	3.2149
4.2932	3.0397	4.3241	4.9200	3.6814	3.6082	4.1558	5.8493	3.5807	3.8898	3.4177
3.8111	3.2581	3.1135	5.1180	4.0656	3.2387	4.8442	7.3192	3.6610	4.0271	3.0301
4.2092	3.6270	3.1987	5.2095	3.8544	2.7453	3.1091	6.4200	3.2504	3.8544	3.3604
3.5381	3.2387	3.2189	4.8203	3.2504	3.2847	3.6889	6.9177	3.1612	3.4177	3.3069
4.3795	3.9259	3.2027	4.9767	3.6350	3.6687	3.9684	5.9789	3.1905	3.5293	2.9476
4.4344	3.8265	4.0055	4.1558	4.4427	3.0253	3.7635	7.2385	3.0253	3.6610	2.6575
4.7095	3.8177	3.2771	4.5870	3.2884	4.0877	4.4104	6.6067	3.3032	3.7495	3.3286
3.9396	3.3032	3.4689	3.4372	3.1224	3.5234	3.7910	5.9636	2.3979	3.1442	2.9264
4.5218	4.3320	3.0634	3.3032	3.7565	2.7265	3.1046	5.1240	3.5752	4.2932	3.7353
4.5706	3.8754	3.3604	3.0106	2.5241	3.3844	3.7209	5.9713	3.3604	3.7013	2.6019
3.1822	2.8467	3.4243	5.1059	3.1570	3.3069	4.5706	5.3230	3.4177	3.8754	3.2504
4.6032	4.1320	2.5502	3.1987	4.0792	3.8754	4.5380	6.6333	3.5695	3.9318	3.2189
4.6756	3.9396	3.6270	5.2364	4.0656	3.0587	3.6136	6.2879	2.6261	3.2027	4.3631
3.6082	3.1655	3.0445	3.8044	3.8177	3.3142	3.8959	6.2442	3.1739	3.6939	3.0057
4.5951	3.4436	3.1655	3.4243	3.2387	2.5885	3.1655	6.0331	2.4664	2.4450	4.1775
4.3320	3.5234	3.3178	3.1179	3.4012	3.4563	3.8265	5.6312	3.5381	3.8395	3.0587
4.9345	4.1479	3.5639	5.9713	4.5788	2.8702	2.8976	5.7526	2.8028	3.9180	4.5788
3.8959	3.3776	3.8607	4.5623	4.0271	2.8467	3.0956	6.4118	3.4626	4.0431	3.3250
3.5553	3.3534	2.6412	3.0910	3.8330	3.6814	3.9318	5.8749	2.7587	3.0865	3.5946
4.0200	3.3776	2.8432	4.6840	3.6814	2.7298	3.4935	5.9269	3.5056	3.9120	3.4372
4.2781	3.4177	3.5553	4.2092	3.0956	3.2149	3.4500	6.0684	2.3979	4.5951	2.4484
4.3944	3.7495	3.4078	4.5380	4.9488	2.6967	3.4177	3.5639	3.5234	3.8607	3.3250
4.0943	3.7281	2.8136	3.0587	3.2149	3.2068	4.8122	5.2523	3.3142	3.6533	2.9560
4.7185	3.7281	2.6679	3.1311	3.4563	2.9221	3.3429	6.2785	3.0007	3.7705	4.7362
4.2932	3.5439	3.0540	3.2771	2.5734	2.7997	3.3142	6.3135	2.6019	2.9867	2.6762
5.4931	4.3320	3.1987	4.5788	3.4144	3.1485	3.3464	5.9108	2.3979	3.3638	4.2312
3.8898	3.5293	3.3638	3.8459	3.3142	3.9627	4.5065	6.9893	3.0819	3.8265	3.0587
4.6840	3.9908	2.7751	3.4995	3.2619	3.0910	3.4874	6.3226	3.4935	4.1026	3.2347
3.8898	3.5439	2.9264	2.8028	3.5891	3.4874	3.6028	5.4337	3.0301	3.9040	4.4031
4.5788	3.6738	3.4812	3.4874	3.1739	3.5891	4.0570	5.7714	3.0350	3.1697	2.9781
4.4509	3.4500	2.3979	4.4031	2.5072	2.7887	3.2387	6.0591	3.2068	3.6610	3.1224
4.4987	3.3638	3.2465	4.5065	3.5175	2.8775	3.2229	6.0064	3.4012	3.7565	3.3534
4.1400	3.3844	3.3776	4.1698	4.0500	3.9834	4.2092	6.5088	3.0540	3.8898	4.6840
4.3014	3.2958	3.7773	3.8111	3.1311	4.3870	4.7791	7.2211	2.9821	3.5807	4.6191
4.7622	4.0055	2.8898	3.3178	4.0200	2.8814	3.4372	6.2344	2.6762	3.1091	4.3795
4.2399	3.3464	3.2958	4.4590	3.2696	3.7160	4.2399	6.5177	3.3464	4.1255	3.3464
4.7536	4.4344	4.0724	4.2697	3.5496	3.2581	3.8330	6.3135	2.8736	3.6350	5.1761
4.3944	3.9259	3.0773	3.2884	3.1987	2.8898	3.2847	6.4998	3.5496	3.9759	3.1905
3.4500	3.1398	3.5175	3.5381	3.2958	2.6596	3.0493	5.9965	3.1046	3.6350	3.6687
5.0689	4.1174	3.7773	4.8675	3.7281	3.6738	4.1620	7.4799	3.3707	3.6028	2.9392
3.5807	3.1046	3.3250	4.8040	3.3358	3.3286	3.8395	5.8749	2.7081	3.4372	4.2092
4.3095	4.0656	3.1046	3.6889	3.8111	3.1485	3.8044	5.8833	3.1655	3.7160	3.2619
3.8330	3.0587	3.2387	3.2734	3.8691	3.2308	3.4935	6.0497	2.6490	3.0155	4.3631
4.1255	3.6028	3.1311	3.9982	2.6735	3.6939	4.0943	5.7430	3.3286	3.4751	3.0106
