C1	C2	C3
1.8690	606.0205	*
0.4812	414.5059	*
11.9789	4978.6646	*
7.7599	2931.5424	*
20.4253	3762.3529	*
0.3407	371.6190	*
0.2499	338.9264	*
0.1748	254.3425	*
1.0351	355.4793	*
9.4906	4150.8789	*
5.3607	1983.1081	*
1.0729	575.0718	*
11.9515	4988.2736	*
0.9003	637.9448	*
8.7056	2449.0862	*
1.9474	708.9046	*
0.2619	305.0690	*
0.1844	371.5566	*
0.1405	281.9649	*
0.3593	368.0947	*
6.4752	2745.9208	*
1.4802	541.6667	*
2.3847	912.0603	*
5.2177	2181.6129	*
5.2368	1681.6921	*
3.1279	1166.4492	*
4.3390	845.8074	*
10.2197	3858.6094	*
1.0312	485.3331	*
10.1202	5416.8809	*
2.1815	803.5135	*
1.9206	671.8126	*
11.8254	4863.5270	*
4.0167	1652.9003	*
2.7883	1900.7337	*
5.9533	1508.8659	*
5.9341	2570.3079	*
12.9053	4664.6454	*
13.1074	4572.6284	*
0.2735	445.9658	*
0.7164	610.7050	*
1.1647	824.2610	*
40.1660	12160.0942	*
0.1390	271.6632	*
13.6943	3542.7204	*
0.0841	95.3343	*
17.1473	5771.9939	*
8.3597	3354.4907	*
0.7061	398.8317	*
0.3738	718.2451	*
7.9113	3222.2454	*
6.2495	3490.4478	*
0.5140	733.4077	*
0.1852	359.0450	*
4.0020	883.1536	*
4.9391	1945.3156	*
23.2170	8202.4624	*
4.7812	2077.7137	*
2.1438	873.4089	*
0.1634	319.9535	*
0.9466	667.6890	*
5.3146	2433.0919	*
10.3803	4381.5082	*
0.1461	281.4755	*
3.8283	583.9634	*
8.6638	2173.5966	*
9.7511	3445.9856	*
52.8517	3905.7187	*
5.2074	2328.0061	*
4.0502	744.4324	*
0.3438	743.2138	*
0.7671	418.6355	*
13.4224	3333.3333	*
0.5678	350.4461	*
14.5916	7892.4848	*
5.1178	1807.6913	*
5.9451	1576.4630	*
3.6500	2639.0755	*
0.9348	747.2668	*
1.6761	906.5002	*
2.0059	742.8823	*
1.3577	863.5898	*
2.2114	744.2467	*
1.8786	750.0588	*
0.9576	533.2940	*
9.4602	3850.5682	*
8.6641	2558.4970	*
3.5052	1560.6337	*
5.4627	1945.4545	*
0.4485	323.5992	*
8.9261	2651.9336	*
0.6376	207.5786	*
21.0810	7720.5618	*
17.1950	4894.4573	*
10.1045	2068.7499	*
0.1727	364.4204	*
8.0985	5747.0668	*
28.1648	7113.2435	*
11.2757	4373.2837	*
0.8746	743.8368	*
0.5210	612.2214	*
7.4254	2252.8116	*
14.5773	7661.8456	*
16.8453	8192.9626	*
2.3939	816.8501	*
11.9168	4004.8077	*
0.1146	466.3270	*
6.4684	2843.5131	*
5.5463	2018.3980	*
0.4296	240.1387	*
1.8209	699.8621	*
0.5369	490.1236	*
8.1905	4532.1437	*
10.6186	3475.7907	*
8.3874	3566.6808	*
12.2235	3378.9489	*
1.7086	673.0331	*
8.7547	2502.7761	*
8.3885	3211.6172	*
3.9614	1320.2798	*
11.4477	3371.9227	*
7.1850	3105.8111	*
9.0841	3903.6819	*
0.1170	373.3903	*
80.0070	7573.1702	*
1.8078	868.8281	*
0.6976	590.3723	*
3.1465	1039.5526	*
17.7457	7405.0863	*
4.8586	1823.1405	*
0.9223	672.4209	*
6.1382	3538.4853	*
0.8553	431.7946	*
12.7418	4295.1349	*
0.2782	575.8177	*
13.0179	4184.4781	*
5.4823	2135.1849	*
0.2170	398.6839	*
5.2726	2497.5473	*
4.0668	1340.8326	*
0.9162	667.0372	*
8.3230	3183.1622	*
12.7934	3355.5101	*
10.3475	4529.2149	*
2.2170	1012.4512	*
0.1449	316.8860	*
7.4186	2813.7320	*
8.9101	3259.1070	*
0.1154	392.1793	*
0.9199	503.2765	*
1.0177	731.3438	*
9.6267	4135.3338	*
12.3676	5367.1926	*
5.0919	1766.6652	*
27.8458	7243.1843	*
2.1900	908.7484	*
12.5466	4569.2300	*
3.4075	628.2025	*
6.5247	5242.6278	*
0.7362	587.7657	*
9.6283	3906.4797	*
0.7342	182.3069	*
8.2499	3314.5885	*
0.8333	467.0768	*
2.9176	941.4067	*
9.0225	2696.2168	*
9.2196	3284.0183	*
0.6628	413.4687	*
0.5311	312.4166	*
0.2006	322.8316	*
0.8229	598.3985	*
9.9481	3453.5726	*
0.0525	291.2330	*
14.5280	4615.4597	*
1.9408	909.0472	*
2.1488	760.0042	*
0.5033	719.0262	*
1.5001	579.4900	*
0.5297	364.5597	*
14.1271	5004.4361	*
0.3114	559.6358	*
9.1542	3189.4700	*
7.2128	2400.1133	*
3.4080	2047.9908	*
2.4036	1307.2011	*
14.6216	5887.3891	*
0.6455	580.4490	*
2.0536	357.9590	*
5.4453	2467.5689	*
1.7415	696.9666	*
3.2232	1322.1545	*
7.6649	3019.6387	*
0.4891	585.1706	*
2.1659	983.7012	*
4.2894	1014.6888	*
4.8084	2043.7728	*
0.7147	826.2489	*
0.5642	292.4419	*
6.8447	2913.3718	*
6.9447	3041.2810	*
0.4128	722.9048	*
67.4947	13632.3224	*
0.3486	741.4092	*
0.9445	496.6126	*
0.7768	396.6413	*
8.2993	5147.3609	*
9.1200	3425.4458	*
4.0576	1122.2310	*
10.4648	4436.1167	*
7.9216	2615.9381	*
10.6591	4671.7762	*
4.0121	1265.2757	*
4.8934	2005.5105	*
11.8022	1743.4499	*
7.8816	4914.9442	*
8.0821	3918.3124	*
4.4206	2422.3568	*
1.6994	766.6781	*
6.7968	2204.7708	*
1.3788	817.6265	*
0.0741	401.9514	*
0.5825	767.4586	*
8.0894	2436.3335	*
0.2756	241.7911	*
7.6405	2683.7751	*
0.1003	432.6570	*
0.9583	743.5896	*
2.5448	816.7064	*
9.7517	3349.4224	*
3.6386	1326.2204	*
7.3337	2947.5347	*
14.9649	4161.7204	*
9.8225	4777.8591	*
9.7504	4257.0359	*
3.3473	921.5189	*
2.5479	989.6693	*
7.7851	3031.3286	*
6.4872	3163.7821	*
11.2331	3154.9217	*
0.9760	688.7821	*
2.1767	798.3115	*
1.2159	398.8075	*
3.0148	1080.4114	*
0.6444	523.4122	*
9.1748	2231.8184	*
12.0995	4101.5996	*
2.1634	579.4056	*
11.6826	3876.2728	*
2.0290	681.3038	*
0.5766	395.8597	*
1.3246	761.5131	*
12.8612	2603.7815	*
0.7275	414.2446	*
7.4304	2826.5771	*
5.5835	3653.8250	*
6.2036	2408.5724	*
7.6276	2738.1812	*
1.6002	879.7109	*
1.5199	607.1070	*
3.4829	1200.8593	*
10.2225	2977.9459	*
15.1109	4704.7735	*
0.4586	644.5696	*
8.1725	2860.8619	*
0.7981	651.3732	*
0.0761	465.7001	*
0.8181	451.1471	*
1.0403	718.2610	*
10.6196	4316.0747	*
3.2309	1074.4269	*
12.3339	4682.2591	*
0.9658	457.0615	*
3.8863	1222.7473	*
0.6529	422.3352	*
0.1222	314.0120	*
0.5030	422.2940	*
0.2898	664.1569	*
0.1449	279.3032	*
3.2125	1128.0535	*
4.3803	1810.6919	*
6.2086	4169.9226	*
5.8590	2120.9033	*
8.7563	4797.6095	*
0.5342	446.0604	*
3.6185	1192.7502	*
0.4876	497.3603	*
1.2087	572.3310	*
9.8910	3416.3206	*
23.4792	5769.7535	*
6.0998	2960.8939	*
13.8791	9049.4182	*
0.3982	267.6285	*
0.5875	455.2632	*
0.6506	371.1417	*
0.2344	429.6502	*
4.0577	1812.9988	*
0.3961	390.2106	*
2.4098	1124.6286	*
0.1578	250.0438	*
13.4085	5076.3570	*
0.2016	416.6224	*
0.1086	417.4515	*
24.2203	10631.9573	*
0.3923	459.0928	*
12.6224	4138.9486	*
2.0619	723.5115	*
2.2743	878.5520	*
2.1135	760.4435	*
8.3399	2577.9813	*
7.2688	1888.2169	*
6.1753	3123.1302	*
6.7491	2076.0288	*
8.2063	2626.4160	*
8.9600	2832.1235	*
0.1571	277.0799	*
0.3984	130.0445	*
0.8554	488.5268	*
12.1510	5842.1935	*
0.7224	647.6161	*
21.1220	7966.1833	*
6.4903	2069.9151	*
0.7520	611.8366	*
3.7724	1421.6077	*
13.5770	5287.4062	*
0.0518	305.4671	*
7.1762	1781.4889	*
0.7444	464.7229	*
0.4984	500.2971	*
5.5884	2757.3969	*
34.2887	10324.7207	*
2.4961	973.8237	*
0.9169	620.3896	*
15.6022	4726.0446	*
1.2281	420.0104	*
2.5683	460.6835	*
4.3712	1898.6437	*
3.5786	960.7533	*
7.9351	2344.3082	*
1.0033	545.9949	*
0.6858	751.2070	*
6.2196	2232.3311	*
9.2186	5961.6992	*
9.3347	4898.9742	*
1.2469	555.9650	*
0.1913	330.6215	*
2.4354	1003.8558	*
5.2085	2743.9382	*
0.3079	315.4404	*
0.6300	402.1762	*
10.6228	3814.5455	*
12.1385	5259.1994	*
0.1342	110.0790	*
10.7395	4246.9240	*
3.0710	1309.3494	*
10.5634	3662.4940	*
0.1492	414.9283	*
1.9798	884.4566	*
11.7003	3935.3284	*
0.4575	406.2574	*
0.9101	846.6245	*
10.5637	4542.5195	*
10.3880	4541.3691	*
0.7640	461.3498	*
0.9780	415.6837	*
0.4112	379.0274	*
17.2240	8512.8102	*
0.4653	391.0191	*
8.4948	3238.2081	*
5.9360	3803.8355	*
7.8469	2402.0415	*
1.2253	617.1855	*
7.2153	2793.0666	*
1.0183	441.5721	*
1.7601	647.0966	*
1.6655	700.0130	*
17.8751	7759.7894	*
0.5746	316.9103	*
1.7953	713.5399	*
4.1381	1325.7854	*
1.7885	1081.8914	*
0.1310	281.0318	*
0.5657	384.0600	*
4.6722	1876.6753	*
3.9126	1549.4724	*
0.1353	264.3209	*
7.2888	4898.6186	*
1.8078	1142.5149	*
6.6067	2779.0133	*
7.4214	3628.5929	*
0.6975	551.4137	*
11.4245	3912.0520	*
39.4502	7383.5364	*
0.8920	574.9309	*
0.3600	409.9650	*
0.1999	369.5676	*
3.5264	1259.4302	*
9.7900	4419.0345	*
2.1544	752.1838	*
9.3378	4075.2424	*
5.9321	1741.2879	*
4.9684	2091.3034	*
0.3116	286.2007	*
16.4118	5077.2552	*
8.6053	466.1908	*
3.4168	1432.1038	*
0.9682	631.7950	*
4.1917	993.3538	*
73.9172	3340.2409	*
62.0638	15385.7735	*
0.8221	264.8143	*
8.8360	3618.3986	*
0.7208	724.8930	*
7.1239	2641.0441	*
57.0419	15254.3998	*
8.7177	2721.9107	*
0.7644	825.8995	*
6.3793	2724.9622	*
16.4848	6077.3838	*
6.8269	7239.3162	*
3.3944	1228.1581	*
19.6277	7946.5987	*
2.6410	880.3116	*
0.5868	567.9544	*
0.3968	316.9569	*
19.7651	7940.2963	*
1.3745	673.4492	*
0.5488	312.5950	*
10.4510	3614.6724	*
18.8617	8336.0073	*
2.8495	961.8413	*
2.2829	1037.8467	*
2.1610	871.8546	*
1.2073	425.5412	*
0.7617	464.1672	*
0.9118	439.8690	*
0.2888	378.4798	*
0.3457	390.8128	*
1.5923	882.4722	*
0.5366	373.4790	*
0.1516	501.3006	*
4.3758	1454.6070	*
4.9667	2140.4500	*
7.6794	2326.7666	*
0.2228	417.0368	*
1.2230	909.1156	*
6.0418	1462.7975	*
9.0311	2649.1850	*
3.3515	862.2348	*
1.6986	786.5892	*
0.1568	314.6101	*
1.3256	869.3413	*
20.6589	7857.1205	*
8.5760	2815.7675	*
4.6595	1559.2052	*
0.4503	483.5567	*
12.0533	3744.3671	*
2.3594	1051.5338	*
4.8322	2030.7606	*
8.7315	4836.3373	*
2.1928	994.0893	*
0.9796	420.9617	*
11.5534	3927.0761	*
0.3621	248.0273	*
6.1088	2260.6046	*
16.5723	5584.6598	*
5.6560	2468.0033	*
0.4865	515.2932	*
8.2769	4694.4981	*
1.3659	653.6230	*
0.7290	611.6611	*
5.0369	2065.9220	*
7.9233	8481.1617	*
7.4046	2856.6462	*
3.5821	1381.9424	*
12.3905	5372.8036	*
8.1667	3696.2583	*
2.3977	787.8311	*
5.6731	1348.2549	*
4.1070	1747.4661	*
2.1786	1241.0655	*
27.3063	9139.9320	*
1.2479	874.6348	*
4.0970	1538.4605	*
6.1134	3643.9279	*
15.2388	7504.8044	*
0.3211	486.0980	*
8.7304	3882.7616	*
6.4326	3642.6875	*
0.4392	361.9658	*
1.0057	620.8347	*
0.6965	666.6285	*
9.0417	3992.1715	*
4.7759	1910.2083	*
0.1310	386.0779	*
1.9028	639.2219	*
0.1540	276.2575	*
7.7260	5530.4099	*
17.9334	5588.7563	*
1.1412	574.1656	*
8.7601	4893.1543	*
0.9639	597.6216	*
0.3791	252.3168	*
8.6397	2938.0208	*
8.7352	2942.8376	*
0.4786	493.7432	*
17.4564	7860.0733	*
1.4069	987.8607	*
5.9218	1617.9589	*
0.3204	329.0319	*
1.6225	550.1815	*
0.1426	401.4242	*
2.8245	1084.9507	*
3.5545	1115.0647	*
0.7590	424.2198	*
9.7345	4034.6394	*
2.2150	767.7112	*
2.5021	877.8334	*
4.3846	1247.7563	*
1.2414	526.3924	*
9.7736	3204.3546	*
1.6056	661.2350	*
7.8263	2324.6883	*
0.5456	469.4901	*
1.9264	410.0978	*
9.2604	3752.0556	*
1.8011	805.5581	*
1.4185	614.4094	*
1.0167	377.1706	*
1.0732	588.3474	*
9.8083	4154.8360	*
0.0855	372.1773	*
2.0205	826.8029	*
1.0310	764.4450	*
7.7660	2947.4008	*
6.2242	2560.6402	*
7.7277	5368.1818	*
13.9499	4735.0834	*
13.7650	4383.6561	*
14.5104	2555.1089	*
1.2772	843.0246	*
2.6306	937.4394	*
13.1720	4195.5583	*
2.0474	595.7506	*
4.9868	1856.9820	*
12.2799	5250.6922	*
6.9845	1701.8966	*
0.0711	306.2941	*
0.8647	623.8680	*
12.0702	3927.9438	*
5.4246	2113.6507	*
2.6912	1077.6793	*
7.3390	2855.2145	*
6.4365	5405.6173	*
1.8456	981.3281	*
0.4431	655.0909	*
8.0125	2748.5456	*
1.1327	356.2774	*
0.9637	417.5819	*
3.4327	1309.4231	*
18.8859	7615.4025	*
2.2546	543.4731	*
0.4444	648.1818	*
0.1286	348.5693	*
1.7527	721.3186	*
11.3919	2003.3424	*
28.0560	15101.9780	*
11.5724	4121.4122	*
1.0162	345.0586	*
9.9261	3039.3569	*
25.9267	9281.1313	*
8.7697	7941.3759	*
8.5615	2955.9256	*
0.1191	282.4043	*
1.2586	575.4227	*
0.7083	537.9492	*
5.3624	1833.9218	*
1.1021	494.6848	*
8.6865	3312.8362	*
0.5653	586.1889	*
1.6324	849.6381	*
10.1079	4215.3663	*
13.9926	5020.7380	*
0.2253	91.3749	*
2.3556	613.4937	*
0.3646	280.2322	*
11.7802	4037.2845	*
2.1510	696.7206	*
9.7571	4179.4614	*
2.2607	923.5773	*
5.8204	2406.4773	*
15.2033	7883.1381	*
3.8390	1617.9655	*
8.2059	4495.0550	*
0.5010	575.8071	*
3.4241	1563.6616	*
4.9690	1547.1702	*
10.1898	3463.3583	*
9.0267	2550.7302	*
4.0583	1414.3858	*
7.5316	11753.4722	*
0.0941	308.7583	*
0.5560	384.3573	*
5.4566	2947.9602	*
12.8333	4680.0138	*
0.3134	330.7173	*
6.3139	2310.6391	*
7.0907	3274.9189	*
1.2930	606.2992	*
3.0881	1862.1688	*
1.2076	714.3090	*
0.0813	302.3584	*
0.3581	406.4032	*
0.9987	338.0254	*
5.8641	3570.6255	*
0.1383	337.2003	*
10.1529	2886.7353	*
6.1479	2339.1406	*
1.0220	742.2322	*
15.9430	5623.5853	*
9.7376	4011.6595	*
10.1669	3614.6724	*
0.1103	312.5443	*
6.9126	4220.7889	*
12.1701	5175.8877	*
12.6019	2593.4353	*
7.2179	2915.6665	*
7.0492	2856.5749	*
10.9476	3692.7706	*
9.6978	4210.5710	*
7.9767	2912.1046	*
8.7349	5351.6888	*
1.0158	520.2365	*
10.2397	2839.4026	*
4.8787	1970.7346	*
0.0854	92.9708	*
0.1407	284.8135	*
10.1500	4245.0031	*
9.3176	4073.5413	*
12.9249	5284.2678	*
0.1758	338.5330	*
1.1736	920.1664	*
2.1502	825.8559	*
1.5837	559.0869	*
7.2197	1837.3452	*
3.9169	1549.3323	*
5.9928	2777.3614	*
29.2852	12415.6237	*
27.6376	14981.6816	*
8.7029	2894.9142	*
0.5339	376.1959	*
0.4895	177.4073	*
6.1418	2780.7848	*
0.1311	411.1478	*
52.1214	9663.9428	*
5.8974	2431.7572	*
3.0574	1137.9028	*
3.5132	646.9549	*
8.1745	2200.8040	*
7.2765	3393.5743	*
0.3859	324.7157	*
0.2669	467.0679	*
0.1676	203.5613	*
12.1937	4014.4984	*
2.6768	972.4800	*
0.8663	430.0192	*
4.5933	1761.0989	*
8.3947	2567.4208	*
7.7933	2071.4286	*
1.4138	624.9172	*
0.1685	321.8989	*
0.1119	408.0084	*
4.8322	1566.8680	*
4.2426	1001.1000	*
0.9772	753.5751	*
6.7377	1446.3298	*
10.1150	5634.2153	*
6.9168	2609.3404	*
0.3095	358.2978	*
7.0817	2920.9366	*
9.0515	1862.9196	*
0.6388	511.7223	*
1.7800	1083.1464	*
0.2056	395.4322	*
0.1472	271.8081	*
7.6631	2481.0350	*
6.4666	1341.7530	*
0.1935	356.3667	*
0.3206	361.4128	*
0.2140	367.9107	*
11.7945	3928.7137	*
16.3693	5680.1903	*
7.3245	2353.3931	*
4.2864	1671.3892	*
5.9352	5414.1671	*
0.1534	312.2368	*
18.9763	7669.5640	*
3.7302	1818.1453	*
0.3794	281.5002	*
0.5305	638.2427	*
2.5221	928.6413	*
1.2439	607.0432	*
18.0859	5920.3817	*
0.1351	391.5861	*
0.7077	435.7303	*
12.5989	5443.4450	*
4.3432	1466.5609	*
0.0000	290.8902	*
6.0108	2533.3364	*
2.4949	840.2629	*
12.1094	5268.4366	*
0.7436	421.5699	*
1.0194	548.6129	*
7.0705	3044.4721	*
0.0466	80.7982	*
1.9720	935.0184	*
15.2858	5048.5994	*
0.4752	471.7827	*
12.8493	3925.3095	*
0.7375	358.9487	*
0.7181	701.4737	*
0.7497	597.1884	*
4.8329	1521.8965	*
15.3438	4873.6329	*
0.6387	619.9497	*
6.3201	2270.1363	*
39.7089	6207.0126	*
0.1017	302.6946	*
0.4352	233.2853	*
0.5411	585.8251	*
2.2389	644.4470	*
0.2256	368.5780	*
2.6731	1074.3665	*
0.2277	463.9568	*
7.9234	2607.8989	*
0.3384	406.6273	*
8.1307	3196.4112	*
0.3452	279.3602	*
7.5292	3019.2126	*
1.4127	932.1312	*
9.5324	2870.2041	*
2.2285	1065.5163	*
11.2366	3219.2110	*
5.3927	1987.1795	*
9.3871	5036.7327	*
1.4408	689.3492	*
0.1993	392.4955	*
6.7819	2925.1521	*
1.4293	867.4547	*
1.9114	664.3379	*
4.8274	2008.6888	*
14.6621	2506.7114	*
0.2630	556.0012	*
3.7192	1113.8099	*
6.2376	1179.6150	*
1.2358	819.1120	*
0.5709	502.7162	*
9.0142	2437.8436	*
3.4098	1162.4340	*
8.3529	3050.5397	*
6.3157	2503.2480	*
1.4364	700.4912	*
0.3405	676.8261	*
2.5715	1004.6929	*
0.3485	269.2449	*
0.3170	366.0616	*
3.2268	1138.1036	*
5.2803	2793.0128	*
1.3846	973.9313	*
0.9009	545.8113	*
0.5953	378.6349	*
0.9864	755.6634	*
5.5753	2486.5996	*
13.4683	3735.8757	*
1.2571	752.8546	*
0.0912	312.1394	*
0.1417	273.3217	*
84.4913	9884.7346	*
3.5562	1288.5572	*
0.3116	483.4974	*
0.4266	408.3440	*
12.8246	3457.7829	*
0.1744	409.7948	*
0.9340	315.7059	*
7.7276	4007.0996	*
6.1322	3566.5393	*
65.6250	19243.5251	*
0.8090	377.1383	*
7.1400	3335.2740	*
10.4546	3602.9720	*
0.4287	741.7162	*
0.5891	486.8462	*
8.3662	2857.6018	*
0.2224	389.1102	*
2.7627	998.0254	*
0.0803	318.8104	*
9.1343	3157.2282	*
3.8272	960.3012	*
1.9477	725.3363	*
7.7894	3456.7589	*
8.7788	5852.4263	*
6.0642	3356.5663	*
0.2521	301.1073	*
5.9288	2752.4428	*
0.2615	460.5989	*
4.1104	1623.5862	*
0.3584	278.5595	*
0.2438	367.1124	*
15.3081	7966.5072	*
9.4789	3613.1916	*
1.6159	884.7786	*
3.9818	1516.1881	*
5.1423	5738.9302	*
5.7434	2439.9903	*
4.8989	1592.0742	*
0.3278	442.0626	*
0.0861	480.2574	*
2.4381	786.6398	*
15.0457	7006.8598	*
10.7509	4486.6695	*
1.0758	661.0481	*
2.6788	943.5589	*
0.1195	391.8558	*
0.4346	636.7859	*
0.5855	356.4891	*
0.9638	296.4672	*
0.0182	521.4719	*
0.0912	380.2783	*
7.5375	3042.8140	*
1.3151	696.2349	*
0.3040	369.8975	*
6.6245	3999.5032	*
10.7941	2357.7635	*
0.7424	648.2427	*
4.7330	1606.0318	*
7.6842	3528.9857	*
0.1780	276.9893	*
11.1540	3198.3510	*
12.1359	3817.6242	*
0.2138	292.2076	*
7.9462	3796.4653	*
5.1542	1829.1969	*
5.5016	1985.3308	*
8.2067	4880.0867	*
6.7971	2306.2387	*
0.3441	357.3363	*
0.6009	465.1096	*
0.2817	350.4236	*
0.1415	318.7692	*
6.0799	1845.9835	*
5.2786	2493.1422	*
4.1921	1796.3825	*
0.2931	681.1172	*
6.5215	2551.3822	*
8.9508	3724.3127	*
1.4669	612.2740	*
2.2085	831.8151	*
7.7552	2748.6502	*
10.4497	4181.6009	*
10.8844	4273.9742	*
7.2672	2835.5344	*
7.4289	2364.3385	*
2.2148	844.4491	*
1.5272	562.9330	*
0.6455	379.6527	*
7.5162	3238.4790	*
0.1864	126.3259	*
2.1085	651.2949	*
10.3584	5072.5885	*
2.8555	1712.6385	*
1.0935	484.5046	*
2.6031	985.3175	*
3.5490	1192.5976	*
1.5548	657.1614	*
9.4181	1864.5691	*
6.7873	2664.8740	*
5.5320	3091.6470	*
0.3247	120.6010	*
0.7659	473.8358	*
4.1506	1641.7497	*
0.1233	366.0304	*
0.4907	513.9108	*
5.1819	1990.0956	*
0.5983	323.5844	*
7.3876	8052.8455	*
14.9800	8047.1291	*
0.9355	400.9230	*
6.2968	2899.6218	*
0.6572	673.8829	*
3.8074	1046.5055	*
4.3234	1430.0672	*
