C1	C2	C3
12.0000	5410.0000	*
12.1000	4633.0000	*
9.4000	2708.0000	*
7.4000	1644.0000	*
7.5000	2257.0000	*
11.8000	4783.0000	*
15.3000	4241.0000	*
14.8000	2863.0000	*
17.1000	5409.0000	*
12.4000	1822.0000	*
11.6000	5459.0000	*
14.0000	5421.0000	*
8.6000	2950.0000	*
12.5000	7151.0000	*
16.5000	5822.0000	*
13.8000	2740.0000	*
8.8000	2628.0000	*
3.9000	2871.0000	*
2.4000	1427.0000	*
4.6000	4201.0000	*
6.4000	3386.0000	*
7.1000	1769.0000	*
10.3000	6391.0000	*
2.6000	1700.0000	*
3.4000	4084.0000	*
2.4000	3131.0000	*
2.8000	1249.0000	*
8.6000	3245.0000	*
11.3000	5657.0000	*
15.6000	7395.0000	*
7.6000	2610.0000	*
5.1000	1467.0000	*
6.3000	1056.0000	*
11.3000	1262.0000	*
17.1000	6597.0000	*
15.4000	4303.0000	*
14.5000	5183.0000	*
15.0000	3655.0000	*
16.4000	5280.0000	*
14.3000	4969.0000	*
15.0000	3067.0000	*
19.4000	7159.0000	*
17.5000	4815.0000	*
13.6000	6903.0000	*
16.5000	6748.0000	*
17.3000	7420.0000	*
18.8000	7638.0000	*
19.5000	7447.0000	*
19.5000	7676.0000	*
16.6000	8299.0000	*
16.1000	8167.0000	*
17.5000	7943.0000	*
16.0000	5767.0000	*
16.8000	6851.0000	*
17.4000	7005.0000	*
12.8000	2019.0000	*
10.3000	3913.0000	*
8.5000	2737.0000	*
10.3000	5579.0000	*
10.1000	1960.0000	*
10.3000	3165.0000	*
10.4000	3908.0000	*
8.5000	4617.0000	*
9.4000	6920.0000	*
12.6000	7917.0000	*
15.5000	7787.0000	*
17.0000	7343.0000	*
11.4000	1549.0000	*
10.0000	3699.0000	*
11.8000	5747.0000	*
12.5000	5985.0000	*
15.0000	7617.0000	*
15.3000	4986.0000	*
7.1000	3647.0000	*
11.9000	7140.0000	*
15.0000	6281.0000	*
16.0000	7194.0000	*
17.3000	5502.0000	*
18.4000	6606.0000	*
17.0000	6667.0000	*
18.8000	5100.0000	*
15.8000	4510.0000	*
18.1000	7136.0000	*
22.9000	7122.0000	*
15.9000	3597.0000	*
12.3000	5177.0000	*
15.6000	7160.0000	*
15.9000	7141.0000	*
12.5000	5400.0000	*
15.9000	5610.0000	*
13.6000	4569.0000	*
14.8000	5352.0000	*
11.0000	1270.0000	*
12.1000	3595.0000	*
12.6000	5548.0000	*
16.8000	5715.0000	*
16.4000	5614.0000	*
16.4000	3778.0000	*
14.3000	4292.0000	*
11.0000	1394.0000	*
11.9000	4702.0000	*
11.9000	4917.0000	*
16.4000	6306.0000	*
9.6000	1805.0000	*
8.3000	1194.0000	*
8.0000	4514.0000	*
13.8000	3985.0000	*
7.6000	3817.0000	*
5.3000	2662.0000	*
6.3000	3924.0000	*
6.4000	3351.0000	*
6.3000	4077.0000	*
7.5000	5012.0000	*
10.5000	4790.0000	*
10.6000	5197.0000	*
5.6000	3420.0000	*
8.5000	6133.0000	*
13.4000	5338.0000	*
9.9000	5033.0000	*
8.6000	4283.0000	*
8.3000	2237.0000	*
8.3000	3840.0000	*
8.1000	5283.0000	*
11.9000	3517.0000	*
13.6000	1662.0000	*
13.4000	451.0000	*
16.1000	4176.0000	*
15.0000	3740.0000	*
14.4000	2770.0000	*
7.0000	866.0000	*
6.4000	4676.0000	*
8.4000	3442.0000	*
9.0000	4733.0000	*
9.0000	4787.0000	*
9.4000	4447.0000	*
10.9000	1769.0000	*
8.1000	947.0000	*
6.0000	4521.0000	*
5.6000	3947.0000	*
7.3000	4373.0000	*
8.1000	4347.0000	*
9.5000	3874.0000	*
11.1000	4392.0000	*
11.6000	4309.0000	*
11.1000	4164.0000	*
12.0000	4073.0000	*
12.0000	4065.0000	*
12.5000	3694.0000	*
10.1000	2038.0000	*
7.0000	1324.0000	*
6.3000	3522.0000	*
9.1000	3641.0000	*
11.1000	2837.0000	*
9.8000	3147.0000	*
8.8000	2951.0000	*
9.6000	3103.0000	*
9.5000	2884.0000	*
7.9000	3321.0000	*
6.4000	3171.0000	*
7.0000	2934.0000	*
5.8000	412.0000	*
5.6000	242.0000	*
4.9000	1614.0000	*
9.9000	356.0000	*
2.4000	855.0000	*
2.5000	2185.0000	*
2.5000	563.0000	*
0.6000	845.0000	*
0.3000	2426.0000	*
3.9000	1997.0000	*
4.9000	407.0000	*
2.8000	963.0000	*
4.5000	1727.0000	*
7.0000	540.0000	*
1.5000	544.0000	*
-1.6000	2644.0000	*
-1.3000	1124.0000	*
1.3000	1826.0000	*
2.1000	398.0000	*
1.9000	2299.0000	*
7.3000	2429.0000	*
1.9000	1049.0000	*
8.9000	2273.0000	*
6.5000	2281.0000	*
5.0000	2157.0000	*
2.5000	2110.0000	*
5.8000	783.0000	*
8.0000	827.0000	*
7.4000	2029.0000	*
6.3000	544.0000	*
2.5000	1962.0000	*
5.9000	1691.0000	*
3.3000	265.0000	*
2.1000	877.0000	*
4.3000	172.0000	*
-0.4000	385.0000	*
0.8000	1834.0000	*
3.1000	1887.0000	*
3.5000	1713.0000	*
-1.5000	1194.0000	*
-2.1000	1526.0000	*
-3.3000	1800.0000	*
-1.4000	1814.0000	*
1.3000	1817.0000	*
0.8000	1714.0000	*
5.3000	1780.0000	*
6.1000	1791.0000	*
4.5000	1748.0000	*
4.0000	922.0000	*
4.3000	1017.0000	*
2.4000	1527.0000	*
2.8000	751.0000	*
0.6000	399.0000	*
0.3000	712.0000	*
-2.9000	626.0000	*
-0.1000	990.0000	*
-0.5000	605.0000	*
-0.9000	1033.0000	*
-1.6000	243.0000	*
-1.4000	390.0000	*
3.3000	488.0000	*
-2.8000	286.0000	*
-3.4000	351.0000	*
-4.3000	665.0000	*
-6.8000	229.0000	*
-8.0000	405.0000	*
-11.5000	872.0000	*
-7.6000	1271.0000	*
-2.6000	209.0000	*
-3.9000	501.0000	*
-1.3000	350.0000	*
1.5000	303.0000	*
1.5000	415.0000	*
1.8000	195.0000	*
4.8000	219.0000	*
-0.8000	398.0000	*
-6.6000	301.0000	*
-4.3000	1281.0000	*
-1.1000	530.0000	*
-3.5000	560.0000	*
-8.6000	1007.0000	*
-12.3000	1902.0000	*
-4.4000	1453.0000	*
-4.8000	926.0000	*
-17.4000	966.0000	*
-22.9000	1555.0000	*
-14.0000	947.0000	*
-9.8000	1362.0000	*
-12.5000	737.0000	*
-11.9000	617.0000	*
-10.5000	493.0000	*
-8.8000	426.0000	*
-8.5000	390.0000	*
-7.5000	1560.0000	*
-9.9000	2257.0000	*
-7.3000	2116.0000	*
-2.4000	2238.0000	*
-1.6000	610.0000	*
-2.3000	2195.0000	*
-4.0000	810.0000	*
-6.8000	1730.0000	*
-5.5000	1158.0000	*
-8.0000	2450.0000	*
-12.4000	2380.0000	*
-10.1000	2530.0000	*
-5.6000	2590.0000	*
-3.3000	2657.0000	*
0.4000	505.0000	*
0.8000	1222.0000	*
-0.4000	2648.0000	*
-1.0000	1235.0000	*
-0.1000	753.0000	*
1.6000	905.0000	*
4.8000	2784.0000	*
1.0000	648.0000	*
1.1000	2376.0000	*
2.6000	2117.0000	*
-0.9000	1217.0000	*
0.6000	1007.0000	*
-1.6000	480.0000	*
-4.5000	1036.0000	*
-5.1000	340.0000	*
-5.6000	853.0000	*
-7.1000	490.0000	*
-5.0000	431.0000	*
-4.4000	1010.0000	*
-4.3000	807.0000	*
-4.8000	1230.0000	*
-7.5000	3785.0000	*
-0.8000	1940.0000	*
0.9000	470.0000	*
3.0000	420.0000	*
3.1000	828.0000	*
3.9000	886.0000	*
2.8000	234.0000	*
-8.0000	736.0000	*
-8.4000	3190.0000	*
-7.8000	2920.0000	*
-9.8000	4383.0000	*
-8.9000	4245.0000	*
-6.1000	4215.0000	*
-7.3000	4401.0000	*
-5.6000	4565.0000	*
-5.8000	4647.0000	*
-4.8000	4179.0000	*
-2.6000	3791.0000	*
-4.5000	4652.0000	*
-3.8000	4030.0000	*
-4.6000	1545.0000	*
-3.6000	2845.0000	*
-1.3000	687.0000	*
-3.3000	1543.0000	*
-4.1000	3184.0000	*
-2.9000	5397.0000	*
-2.1000	2492.0000	*
1.1000	1826.0000	*
2.0000	1424.0000	*
5.3000	2040.0000	*
1.3000	1390.0000	*
5.8000	2001.0000	*
0.5000	1173.0000	*
-0.6000	3447.0000	*
-3.3000	4331.0000	*
-2.0000	3198.0000	*
-2.1000	2610.0000	*
0.6000	5065.0000	*
5.6000	3137.0000	*
3.5000	2083.0000	*
5.0000	5310.0000	*
6.8000	5010.0000	*
7.8000	4447.0000	*
6.8000	1828.0000	*
5.0000	1078.0000	*
1.6000	952.0000	*
3.1000	4360.0000	*
-0.8000	2210.0000	*
0.3000	3470.0000	*
1.0000	5334.0000	*
3.9000	5813.0000	*
5.5000	6083.0000	*
7.3000	6276.0000	*
10.4000	6526.0000	*
11.3000	4624.0000	*
7.0000	1984.0000	*
0.4000	2970.0000	*
4.4000	6963.0000	*
7.9000	7086.0000	*
10.8000	6983.0000	*
12.5000	6562.0000	*
9.4000	4310.0000	*
9.3000	4165.0000	*
11.3000	7477.0000	*
14.1000	6614.0000	*
12.9000	4300.0000	*
12.1000	5483.0000	*
11.4000	5747.0000	*
1.6000	931.0000	*
0.3000	1971.0000	*
2.3000	1034.0000	*
2.9000	1310.0000	*
2.6000	2659.0000	*
6.8000	7616.0000	*
10.3000	7416.0000	*
10.8000	3737.0000	*
7.1000	5660.0000	*
5.1000	2433.0000	*
0.3000	3285.0000	*
3.1000	4417.0000	*
3.1000	1762.0000	*
1.3000	3727.0000	*
7.4000	7036.0000	*
6.8000	3330.0000	*
5.1000	1360.0000	*
2.9000	1406.0000	*
-0.5000	1376.0000	*
1.9000	3926.0000	*
5.6000	6963.0000	*
8.8000	6133.0000	*
10.1000	7300.0000	*
12.4000	7220.0000	*
8.6000	2740.0000	*
8.8000	3445.0000	*
6.6000	2853.0000	*
8.4000	6626.0000	*
7.5000	2297.0000	*
8.0000	3865.0000	*
10.6000	6273.0000	*
10.0000	1427.0000	*
7.5000	2143.0000	*
8.4000	2752.0000	*
13.5000	5669.0000	*
11.8000	1360.0000	*
6.5000	3443.0000	*
5.3000	4927.0000	*
8.6000	6166.0000	*
11.8000	6415.0000	*
12.6000	5670.0000	*
14.5000	5950.0000	*
9.9000	1700.0000	*
8.5000	2260.0000	*
4.8000	1780.0000	*
5.3000	3670.0000	*
5.4000	2260.0000	*
6.8000	2400.0000	*
7.1000	3490.0000	*
8.1000	4200.0000	*
9.6000	4100.0000	*
10.9000	3400.0000	*
10.4000	2720.0000	*
12.0000	7500.0000	*
9.9000	3150.0000	*
13.0000	6750.0000	*
17.1000	5150.0000	*
20.9000	7090.0000	*
20.6000	6950.0000	*
17.5000	3080.0000	*
17.3000	4500.0000	*
17.0000	4800.0000	*
16.3000	4390.0000	*
16.0000	5560.0000	*
18.5000	6690.0000	*
18.1000	5640.0000	*
13.6000	2180.0000	*
12.4000	7040.0000	*
13.9000	7530.0000	*
18.4000	7536.0000	*
16.8000	5177.0000	*
16.5000	7008.0000	*
18.3000	5790.0000	*
19.1000	6103.0000	*
17.6000	4103.0000	*
13.6000	2938.0000	*
10.0000	1040.0000	*
11.5000	4343.0000	*
11.1000	3927.0000	*
9.9000	2533.0000	*
10.8000	4071.0000	*
13.4000	5221.0000	*
14.5000	5340.0000	*
11.5000	4217.0000	*
7.5000	4397.0000	*
9.5000	1350.0000	*
10.5000	3621.0000	*
14.0000	5010.0000	*
11.6000	3177.0000	*
12.0000	4923.0000	*
11.4000	1000.0000	*
11.3000	891.0000	*
13.3000	767.0000	*
9.3000	2797.0000	*
6.4000	4073.0000	*
7.3000	5121.0000	*
8.3000	4997.0000	*
11.6000	5903.0000	*
11.5000	3377.0000	*
10.0000	3345.0000	*
10.8000	5170.0000	*
13.0000	4460.0000	*
16.3000	6010.0000	*
18.5000	4673.0000	*
13.3000	5578.0000	*
16.6000	6193.0000	*
19.4000	5303.0000	*
14.4000	1651.0000	*
15.0000	4023.0000	*
15.8000	5500.0000	*
18.1000	5960.0000	*
19.8000	5606.0000	*
15.8000	1897.0000	*
13.3000	2984.0000	*
9.0000	2256.0000	*
9.6000	4564.0000	*
10.6000	2236.0000	*
9.4000	3708.0000	*
12.0000	5308.0000	*
14.1000	5285.0000	*
18.5000	5723.0000	*
15.5000	3890.0000	*
15.1000	3253.0000	*
15.0000	5143.0000	*
15.3000	3293.0000	*
12.8000	2798.0000	*
11.1000	4188.0000	*
13.9000	3256.0000	*
10.5000	3001.0000	*
10.9000	4302.0000	*
12.9000	4476.0000	*
12.1000	2126.0000	*
18.1000	3242.0000	*
17.9000	4926.0000	*
19.1000	4533.0000	*
15.4000	4087.0000	*
16.3000	4535.0000	*
20.0000	4629.0000	*
19.3000	4647.0000	*
17.3000	3584.0000	*
18.0000	4384.0000	*
17.4000	5033.0000	*
17.9000	4103.0000	*
12.5000	1963.0000	*
8.8000	1447.0000	*
9.4000	3098.0000	*
8.1000	627.0000	*
4.9000	3319.0000	*
3.4000	4087.0000	*
2.6000	4778.0000	*
3.0000	4934.0000	*
5.3000	4659.0000	*
5.0000	4440.0000	*
9.8000	2097.0000	*
11.9000	2610.0000	*
12.3000	2917.0000	*
10.9000	2880.0000	*
8.4000	2576.0000	*
7.3000	1851.0000	*
7.6000	4045.0000	*
13.4000	3753.0000	*
8.1000	1060.0000	*
2.5000	687.0000	*
4.6000	837.0000	*
6.0000	1423.0000	*
11.9000	891.0000	*
9.8000	2101.0000	*
7.0000	1437.0000	*
5.0000	2563.0000	*
4.8000	3724.0000	*
8.0000	3290.0000	*
9.0000	1216.0000	*
4.4000	1040.0000	*
4.9000	829.0000	*
5.8000	2040.0000	*
6.9000	915.0000	*
7.4000	1627.0000	*
9.4000	2070.0000	*
10.8000	1700.0000	*
9.6000	1826.0000	*
7.1000	1391.0000	*
7.0000	2572.0000	*
8.4000	1242.0000	*
6.1000	1610.0000	*
3.8000	493.0000	*
1.6000	2758.0000	*
0.9000	2733.0000	*
2.9000	2774.0000	*
3.4000	2700.0000	*
7.9000	2071.0000	*
7.1000	943.0000	*
5.0000	720.0000	*
3.4000	1515.0000	*
4.8000	276.0000	*
3.5000	353.0000	*
-0.6000	540.0000	*
0.4000	1306.0000	*
6.4000	278.0000	*
2.8000	698.0000	*
1.1000	521.0000	*
3.9000	817.0000	*
-0.3000	509.0000	*
-0.1000	683.0000	*
-0.4000	574.0000	*
-1.0000	1643.0000	*
-2.5000	653.0000	*
-3.0000	1051.0000	*
-2.3000	1821.0000	*
-1.9000	717.0000	*
-2.3000	710.0000	*
-2.5000	488.0000	*
-2.8000	465.0000	*
-2.5000	272.0000	*
-3.8000	405.0000	*
-4.5000	779.0000	*
-2.9000	1206.0000	*
-0.3000	897.0000	*
2.3000	409.0000	*
-1.4000	297.0000	*
-7.5000	460.0000	*
-10.4000	1684.0000	*
-11.0000	1810.0000	*
-4.3000	1436.0000	*
-5.0000	714.0000	*
-6.9000	1256.0000	*
-0.5000	958.0000	*
0.3000	467.0000	*
4.8000	236.0000	*
7.4000	478.0000	*
9.1000	260.0000	*
3.3000	506.0000	*
4.5000	622.0000	*
2.8000	1628.0000	*
2.0000	1276.0000	*
0.9000	1398.0000	*
3.3000	1665.0000	*
2.5000	388.0000	*
1.9000	407.0000	*
7.0000	1014.0000	*
3.0000	1562.0000	*
6.0000	1552.0000	*
6.4000	1090.0000	*
3.6000	942.0000	*
2.0000	185.0000	*
6.5000	265.0000	*
1.0000	348.0000	*
3.5000	190.0000	*
5.1000	997.0000	*
3.1000	493.0000	*
-0.6000	601.0000	*
-3.0000	1826.0000	*
-1.0000	1813.0000	*
3.1000	936.0000	*
-0.5000	494.0000	*
-4.3000	1649.0000	*
-1.6000	1960.0000	*
2.5000	812.0000	*
0.5000	1392.0000	*
2.1000	1240.0000	*
3.0000	315.0000	*
2.4000	2201.0000	*
-0.1000	2183.0000	*
2.1000	2124.0000	*
-0.6000	552.0000	*
-2.1000	931.0000	*
-3.1000	1770.0000	*
3.4000	276.0000	*
3.0000	462.0000	*
1.8000	266.0000	*
2.4000	1633.0000	*
2.6000	550.0000	*
0.8000	873.0000	*
-1.6000	673.0000	*
-2.5000	1060.0000	*
1.5000	1049.0000	*
0.6000	527.0000	*
0.1000	460.0000	*
1.5000	1484.0000	*
2.1000	343.0000	*
0.9000	730.0000	*
-0.6000	726.0000	*
-2.8000	753.0000	*
-0.1000	697.0000	*
-2.4000	817.0000	*
-1.1000	683.0000	*
-2.4000	900.0000	*
-4.9000	3430.0000	*
-3.1000	3426.0000	*
-1.4000	3650.0000	*
4.4000	3501.0000	*
-1.6000	1912.0000	*
-1.4000	2414.0000	*
-2.5000	1009.0000	*
-2.9000	1142.0000	*
-3.1000	3783.0000	*
-2.5000	3848.0000	*
-3.0000	847.0000	*
-4.1000	1926.0000	*
-5.6000	1406.0000	*
-5.5000	1301.0000	*
-5.0000	1240.0000	*
-5.0000	1313.0000	*
-4.8000	1565.0000	*
-5.1000	1416.0000	*
-4.3000	3020.0000	*
-4.6000	4060.0000	*
-2.0000	2305.0000	*
-3.6000	1760.0000	*
-4.3000	1466.0000	*
-2.4000	1540.0000	*
-6.0000	2776.0000	*
-7.6000	4349.0000	*
-3.8000	3293.0000	*
-1.5000	670.0000	*
-0.8000	1113.0000	*
-0.4000	860.0000	*
-0.5000	1247.0000	*
3.3000	3349.0000	*
0.5000	833.0000	*
-0.3000	1155.0000	*
-0.1000	2433.0000	*
2.9000	2938.0000	*
6.0000	4400.0000	*
4.4000	967.0000	*
1.1000	1900.0000	*
1.1000	1140.0000	*
1.6000	1259.0000	*
1.1000	627.0000	*
0.3000	2364.0000	*
-0.5000	1983.0000	*
0.4000	2633.0000	*
2.3000	3913.0000	*
1.1000	2095.0000	*
-0.9000	1909.0000	*
-0.8000	3017.0000	*
-0.1000	6305.0000	*
2.4000	4603.0000	*
3.8000	4469.0000	*
2.3000	2300.0000	*
4.4000	3484.0000	*
5.0000	3078.0000	*
4.9000	1535.0000	*
3.6000	2723.0000	*
0.1000	3348.0000	*
3.0000	6942.0000	*
6.0000	3876.0000	*
1.6000	1338.0000	*
2.4000	7100.0000	*
5.3000	6395.0000	*
9.6000	5273.0000	*
6.9000	2966.0000	*
7.9000	5814.0000	*
8.6000	7131.0000	*
4.8000	1964.0000	*
4.4000	4543.0000	*
6.3000	5560.0000	*
4.4000	4912.0000	*
3.0000	7624.0000	*
3.6000	7550.0000	*
5.1000	4603.0000	*
4.9000	2685.0000	*
3.3000	2316.0000	*
5.3000	5740.0000	*
7.3000	3726.0000	*
11.1000	5745.0000	*
8.8000	4320.0000	*
6.4000	5310.0000	*
7.4000	5583.0000	*
8.0000	2692.0000	*
12.4000	7909.0000	*
15.0000	5017.0000	*
13.6000	3797.0000	*
10.5000	4024.0000	*
10.4000	2740.0000	*
11.0000	4712.0000	*
13.6000	7377.0000	*
13.8000	5585.0000	*
13.0000	5036.0000	*
11.5000	3933.0000	*
11.6000	3467.0000	*
11.1000	3902.0000	*
9.5000	2183.0000	*
10.1000	4888.0000	*
4.4000	1644.0000	*
3.9000	3710.0000	*
7.9000	8138.0000	*
10.5000	6722.0000	*
12.4000	3910.0000	*
15.0000	7431.0000	*
13.4000	6112.0000	*
11.3000	2826.0000	*
7.1000	3358.0000	*
6.6000	3223.0000	*
7.4000	5660.0000	*
7.0000	4055.0000	*
7.3000	3007.0000	*
9.4000	3217.0000	*
14.3000	7456.0000	*
8.1000	1684.0000	*
6.6000	2720.0000	*
4.9000	1743.0000	*
5.9000	1786.0000	*
9.6000	4113.0000	*
13.3000	5672.0000	*
14.9000	6681.0000	*
12.4000	3669.0000	*
13.4000	6059.0000	*
12.3000	5116.0000	*
13.8000	6962.0000	*
14.9000	8397.0000	*
12.5000	4016.0000	*
13.3000	6962.0000	*
13.6000	7184.0000	*
14.0000	5863.0000	*
12.0000	9045.0000	*
10.9000	6792.0000	*
13.9000	4874.0000	*
11.9000	8636.0000	*
12.9000	8976.0000	*
11.9000	4040.0000	*
13.3000	4014.0000	*
13.0000	7067.0000	*
12.0000	4683.0000	*
14.6000	6898.0000	*
15.9000	5697.0000	*
12.6000	5041.0000	*
11.6000	4807.0000	*
10.5000	4250.0000	*
14.3000	6917.0000	*
13.3000	5213.0000	*
13.6000	6815.0000	*
11.6000	5528.0000	*
13.5000	5867.0000	*
12.3000	5817.0000	*
16.0000	8606.0000	*
17.0000	8523.0000	*
13.0000	6226.0000	*
14.8000	7306.0000	*
9.9000	4164.0000	*
7.6000	1643.0000	*
8.9000	2405.0000	*
10.6000	4559.0000	*
10.6000	2973.0000	*
12.9000	8695.0000	*
16.5000	8397.0000	*
16.9000	6783.0000	*
19.9000	7179.0000	*
21.9000	7600.0000	*
11.9000	1795.0000	*
13.9000	7820.0000	*
18.9000	8260.0000	*
11.8000	1719.0000	*
14.4000	7617.0000	*
12.0000	4108.0000	*
9.6000	7086.0000	*
16.1000	7597.0000	*
15.5000	7258.0000	*
17.3000	5928.0000	*
10.3000	2117.0000	*
11.5000	7415.0000	*
10.5000	4728.0000	*
14.6000	7619.0000	*
16.1000	7719.0000	*
17.3000	6412.0000	*
16.4000	6602.0000	*
18.1000	6609.0000	*
18.4000	4897.0000	*
15.4000	3870.0000	*
15.1000	4699.0000	*
19.3000	6757.0000	*
18.1000	6510.0000	*
15.3000	4640.0000	*
14.9000	5591.0000	*
15.8000	6915.0000	*
18.3000	5903.0000	*
10.9000	2072.0000	*
9.6000	3183.0000	*
9.0000	3733.0000	*
9.4000	3592.0000	*
9.4000	4378.0000	*
7.5000	1847.0000	*
8.0000	1540.0000	*
13.9000	3992.0000	*
15.4000	5619.0000	*
11.9000	2353.0000	*
7.9000	5866.0000	*
10.8000	5935.0000	*
14.3000	4766.0000	*
8.0000	2367.0000	*
10.6000	1708.0000	*
13.8000	1550.0000	*
15.4000	3227.0000	*
13.3000	5079.0000	*
11.8000	5971.0000	*
9.5000	5902.0000	*
11.3000	5671.0000	*
13.0000	5049.0000	*
13.4000	3038.0000	*
11.0000	3578.0000	*
5.9000	2276.0000	*
5.3000	1886.0000	*
4.6000	2150.0000	*
5.5000	2201.0000	*
4.4000	1074.0000	*
6.5000	2329.0000	*
10.5000	4360.0000	*
9.1000	2460.0000	*
8.9000	4863.0000	*
11.1000	4562.0000	*
9.1000	2252.0000	*
9.6000	3845.0000	*
9.8000	2500.0000	*
12.5000	4792.0000	*
10.1000	4747.0000	*
14.3000	3935.0000	*
7.1000	1015.0000	*
4.5000	640.0000	*
6.3000	695.0000	*
8.1000	1821.0000	*
8.8000	3414.0000	*
7.3000	1952.0000	*
7.5000	863.0000	*
7.5000	673.0000	*
2.9000	2520.0000	*
3.8000	1000.0000	*
13.9000	3785.0000	*
6.1000	1292.0000	*
8.9000	1550.0000	*
9.6000	805.0000	*
8.6000	3224.0000	*
10.6000	2623.0000	*
10.6000	3595.0000	*
11.5000	2931.0000	*
12.6000	2259.0000	*
12.6000	1897.0000	*
10.4000	690.0000	*
5.0000	571.0000	*
4.9000	3326.0000	*
6.3000	1300.0000	*
8.5000	3093.0000	*
7.4000	883.0000	*
6.1000	2503.0000	*
6.1000	3058.0000	*
11.6000	2847.0000	*
11.9000	2462.0000	*
4.9000	355.0000	*
0.0000	2876.0000	*
-2.0000	2894.0000	*
0.5000	3002.0000	*
2.5000	796.0000	*
-1.9000	2430.0000	*
-3.5000	2765.0000	*
1.8000	1803.0000	*
0.4000	2478.0000	*
0.6000	2563.0000	*
0.3000	2524.0000	*
7.0000	974.0000	*
7.5000	636.0000	*
7.0000	1599.0000	*
7.6000	1282.0000	*
4.6000	248.0000	*
-0.3000	1542.0000	*
2.1000	909.0000	*
2.9000	1407.0000	*
4.5000	2294.0000	*
3.6000	265.0000	*
-0.8000	630.0000	*
-1.6000	673.0000	*
-8.1000	469.0000	*
-9.9000	2100.0000	*
-5.3000	1038.0000	*
-2.6000	1070.0000	*
-2.4000	996.0000	*
-4.0000	1957.0000	*
-2.6000	1250.0000	*
-1.4000	1092.0000	*
1.8000	230.0000	*
4.0000	485.0000	*
2.5000	837.0000	*
-0.4000	314.0000	*
0.6000	666.0000	*
5.0000	156.0000	*
0.8000	219.0000	*
-2.8000	208.0000	*
